,rmse,acc,rmse_pers,acc_pers,fcday,var,member
0,0.0,0.9999999999946675,0.0,0.9999999999946675,0,geopotential1000,2
0,0.0,0.9999999998848025,0.0,0.9999999998848025,0,geopotential700,2
0,0.0,0.9999999998690033,0.0,0.9999999998690033,0,geopotential500,2
0,0.0,0.9999999998017733,0.0,0.9999999998017733,0,geopotential300,2
0,0.0,0.9999999997810833,0.0,0.9999999997810833,0,temperature850,2
0,152.60709120165066,0.9678565508398633,468.3913385778993,0.6973949344930366,1,geopotential1000,2
0,147.5840375716464,0.9791364174127738,453.8082518798121,0.7998224310943289,1,geopotential700,2
0,188.05583401194073,0.9846156250436737,602.7851702712735,0.8404246468928629,1,geopotential500,2
0,271.81813885876744,0.9860580477439107,849.2223263104785,0.8624584599485453,1,geopotential300,2
0,1.4917311092443344,0.9625684643508507,3.1058484326004625,0.8400772541857688,1,temperature850,2
0,281.5052131326987,0.8878325952080596,623.631358043833,0.46351978325126,2,geopotential1000,2
0,281.33002817555024,0.9220859374767787,634.6226067939332,0.6084653938754042,2,geopotential700,2
0,360.50489007911074,0.9419902370351498,833.6311446286043,0.6947281228429634,2,geopotential500,2
0,510.5894148262124,0.9492030299510703,1159.4725831561889,0.7435475493463516,2,geopotential300,2
0,2.113872286483346,0.922662933272896,3.9782721450170033,0.7374759691552066,2,temperature850,2
0,402.99435283497684,0.7662621413448565,684.4661251647647,0.35369679744075905,3,geopotential1000,2
0,409.4865140868322,0.8302180353221386,715.7137294191646,0.5019700458800577,3,geopotential700,2
0,529.6442353967227,0.8709114618039395,936.0413714300818,0.6150360937386787,3,geopotential500,2
0,742.0883550421961,0.8887095275255694,1289.645391617484,0.6826514535682628,3,geopotential300,2
0,2.719627248675487,0.8680764284833384,4.297288830598009,0.6934968311960362,3,temperature850,2
0,505.22885993660907,0.6284532647113216,717.9050936902871,0.28893980431928235,4,geopotential1000,2
0,521.2124299566007,0.7185351753185473,761.5800635814908,0.4360301067886154,4,geopotential700,2
0,681.62766231875,0.7804403144138308,994.2727450604497,0.5655280095808466,4,geopotential500,2
0,953.1272035417715,0.8106635303262811,1362.5646679481931,0.6456264507733197,4,geopotential300,2
0,3.2853088351584026,0.8023575789892187,4.4570909640295255,0.6700535416799237,4,temperature850,2
0,583.5728473769823,0.49799839649462374,738.6927815614964,0.2471631301302325,5,geopotential1000,2
0,609.891433127387,0.6065839064121913,791.5915543921383,0.39070087165373313,5,geopotential700,2
0,805.1277215750621,0.6864901562898736,1033.381753978452,0.5305705652704368,5,geopotential500,2
0,1127.341790555979,0.7283426554072518,1410.955780771687,0.6198811227908545,5,geopotential300,2
0,3.770898375040934,0.7336943372412663,4.560630868746124,0.654296388695995,5,temperature850,2
0,641.7569094739574,0.3842544274645106,751.6530560832373,0.2205311278657784,6,geopotential1000,2
0,677.2003832304279,0.5056058031099677,811.2270347480458,0.36014689951477385,6,geopotential700,2
0,899.7782747511841,0.6003588388656176,1058.683057136922,0.5072294974535206,6,geopotential500,2
0,1263.455925767353,0.651512387376558,1442.0007529942504,0.6028641671906246,6,geopotential300,2
0,4.164094807028591,0.668982120107022,4.622090972880082,0.6446640537546676,6,temperature850,2
0,682.3098135334673,0.2959099458992134,760.3972009165327,0.20232085298119779,7,geopotential1000,2
0,725.5089627327698,0.42411423932554093,824.3142373186396,0.33937911983556057,7,geopotential700,2
0,969.6200007049496,0.5281639625433339,1077.0349675826021,0.48991760291171743,7,geopotential500,2
0,1366.8524155647497,0.5851423512428243,1467.2530765175695,0.5887223458861593,7,geopotential300,2
0,4.469550033111301,0.6122164449987094,4.680880441629968,0.6353236012383209,7,temperature850,2
0,709.9341512321371,0.2313333376470054,769.2390567819766,0.18373788003194985,8,geopotential1000,2
0,759.6711842382717,0.36194673258688187,836.3150711029142,0.31997276796129714,8,geopotential700,2
0,1020.4084407509293,0.4706072618728127,1094.5319428609293,0.4730809611242326,8,geopotential500,2
0,1444.5657508793142,0.5302760423275878,1492.4885286981223,0.5743191771325938,8,geopotential300,2
0,4.7005360222151795,0.5646075705823292,4.744685451411059,0.6250674487367421,8,temperature850,2
0,729.0568310402688,0.18424113483947918,774.2669794835751,0.17311487137157458,9,geopotential1000,2
0,785.1128129718725,0.31305353883532877,844.3344633196448,0.3067836589326746,9,geopotential700,2
0,1059.0442091897987,0.4237517226025594,1105.7016110571744,0.46211922483493495,9,geopotential500,2
0,1504.4960419231502,0.4849186502879646,1507.7641275112783,0.5654184754506856,9,geopotential300,2
0,4.876045053388224,0.5252011898540859,4.78008951241194,0.6192122535238888,9,temperature850,2
0,741.046554755413,0.15172870483893056,777.7811823911841,0.1656088454196839,10,geopotential1000,2
0,802.9692852334757,0.27567425382409855,850.053872603985,0.29724580100540027,10,geopotential700,2
0,1087.6841714105765,0.3862171291047986,1113.9935202237452,0.45386580704067225,10,geopotential500,2
0,1550.7124269934768,0.4476719406728832,1519.2640343083003,0.5586278335071364,10,geopotential300,2
0,5.013635492182718,0.49198453020282024,4.808630190217355,0.6144439509940789,10,temperature850,2
