,rmse,acc,rmse_pers,acc_pers,fcday,var,member
0,0.0,0.9999999999946675,0.0,0.9999999999946675,0,geopotential1000,0
0,0.0,0.9999999998848025,0.0,0.9999999998848025,0,geopotential700,0
0,0.0,0.9999999998690033,0.0,0.9999999998690033,0,geopotential500,0
0,0.0,0.9999999998017733,0.0,0.9999999998017733,0,geopotential300,0
0,0.0,0.9999999997810833,0.0,0.9999999997810833,0,temperature850,0
0,212.45414445043764,0.9423813410215895,468.3913385778993,0.6973949344930366,1,geopotential1000,0
0,204.59011934940432,0.9637423710516633,453.8082518798121,0.7998224310943289,1,geopotential700,0
0,246.14818907526438,0.9751613896906912,602.7851702712735,0.8404246468928629,1,geopotential500,0
0,325.8383116157276,0.9804861859240641,849.2223263104785,0.8624584599485453,1,geopotential300,0
0,1.7229912678280548,0.949770630440074,3.1058484326004625,0.8400772541857688,1,temperature850,0
0,379.9381730082621,0.8156117106092026,623.631358043833,0.46351978325126,2,geopotential1000,0
0,377.0019077099372,0.8764664029196083,634.6226067939332,0.6084653938754042,2,geopotential700,0
0,455.1114154607458,0.9143760229530647,833.6311446286043,0.6947281228429634,2,geopotential500,0
0,595.0018828233605,0.9349553298464628,1159.4725831561889,0.7435475493463516,2,geopotential300,0
0,2.4487005929585464,0.8952864334572875,3.9782721450170033,0.7374759691552066,2,temperature850,0
0,517.0160169293107,0.6586978049873317,684.4661251647647,0.35369679744075905,3,geopotential1000,0
0,523.5260252251336,0.761167414169302,715.7137294191646,0.5019700458800577,3,geopotential700,0
0,640.8467808889293,0.8286831189440488,936.0413714300818,0.6150360937386787,3,geopotential500,0
0,843.0573300058235,0.8688036635713123,1289.645391617484,0.6826514535682628,3,geopotential300,0
0,3.05915772580126,0.832697743551568,4.297288830598009,0.6934968311960362,3,temperature850,0
0,623.1592465409992,0.508850412120886,717.9050936902871,0.28893980431928235,4,geopotential1000,0
0,644.3989214853085,0.6403604581270322,761.5800635814908,0.4360301067886154,4,geopotential700,0
0,801.2342208015036,0.7316453214418042,994.2727450604497,0.5655280095808466,4,geopotential500,0
0,1063.7215607806324,0.7905672430466927,1362.5646679481931,0.6456264507733197,4,geopotential300,0
0,3.589733100307609,0.7658974108687047,4.4570909640295255,0.6700535416799237,4,temperature850,0
0,701.6575502776539,0.3862890100152453,738.6927815614964,0.2471631301302325,5,geopotential1000,0
0,740.3485720992223,0.5316102777156201,791.5915543921383,0.39070087165373313,5,geopotential700,0
0,932.3674982095662,0.638475482611808,1033.381753978452,0.5305705652704368,5,geopotential500,0
0,1246.5284518243589,0.7129408887232784,1410.955780771687,0.6198811227908545,5,geopotential300,0
0,4.029400169906093,0.702079149943157,4.560630868746124,0.654296388695995,5,temperature850,0
0,760.2976132990487,0.2910851142506976,751.6530560832373,0.2205311278657784,6,geopotential1000,0
0,815.8920600165078,0.4409310000241685,811.2270347480458,0.36014689951477385,6,geopotential700,0
0,1036.8951966386824,0.5573751255741967,1058.683057136922,0.5072294974535206,6,geopotential500,0
0,1392.3896373828861,0.6441306416852762,1442.0007529942504,0.6028641671906246,6,geopotential300,0
0,4.386327157330228,0.6450379727458362,4.622090972880082,0.6446640537546676,6,temperature850,0
0,804.700051325904,0.21886225846048385,760.3972009165327,0.20232085298119779,7,geopotential1000,0
0,875.3561130069249,0.36862816833187884,824.3142373186396,0.33937911983556057,7,geopotential700,0
0,1120.5973913105622,0.49013738192942896,1077.0349675826021,0.48991760291171743,7,geopotential500,0
0,1510.341271981337,0.5857821746428212,1467.2530765175695,0.5887223458861593,7,geopotential300,0
0,4.671001126666745,0.5967399814176024,4.680880441629968,0.6353236012383209,7,temperature850,0
0,837.4338054251377,0.16648833610618588,769.2390567819766,0.18373788003194985,8,geopotential1000,0
0,921.2683555085362,0.31368861442130946,836.3150711029142,0.31997276796129714,8,geopotential700,0
0,1187.71083628278,0.43621766047624133,1094.5319428609293,0.4730809611242326,8,geopotential500,0
0,1607.5271282197548,0.5372958248061429,1492.4885286981223,0.5743191771325938,8,geopotential300,0
0,4.897454327223132,0.5571802019581555,4.744685451411059,0.6250674487367421,8,temperature850,0
0,861.2188100040208,0.12938505998163488,774.2669794835751,0.17311487137157458,9,geopotential1000,0
0,957.1072622922072,0.27248141630089884,844.3344633196448,0.3067836589326746,9,geopotential700,0
0,1242.6957573462082,0.39323301127046745,1105.7016110571744,0.46211922483493495,9,geopotential500,0
0,1688.6962574909185,0.4977135028125483,1507.7641275112783,0.5654184754506856,9,geopotential300,0
0,5.089014335249224,0.5234243468960463,4.78008951241194,0.6192122535238888,9,temperature850,0
0,878.5028978405644,0.10398399686130971,777.7811823911841,0.1656088454196839,10,geopotential1000,0
0,986.421123228401,0.24070008617137756,850.053872603985,0.29724580100540027,10,geopotential700,0
0,1290.4727488605645,0.3573975497327589,1113.9935202237452,0.45386580704067225,10,geopotential500,0
0,1761.4391918249428,0.4633291650524532,1519.2640343083003,0.5586278335071364,10,geopotential300,0
0,5.262384877513765,0.49303177872668946,4.808630190217355,0.6144439509940789,10,temperature850,0
