,0
132,2018-09-22 06:00:00
133,2018-08-18 12:00:00
134,2017-06-22 00:00:00
135,2017-08-12 00:00:00
136,2018-11-04 06:00:00
137,2017-08-23 12:00:00
138,2017-07-17 12:00:00
139,2018-07-03 06:00:00
140,2017-06-17 00:00:00
141,2018-08-28 18:00:00
142,2017-07-19 18:00:00
143,2018-08-31 06:00:00
144,2018-09-20 18:00:00
145,2017-08-30 00:00:00
146,2017-08-14 12:00:00
147,2018-08-27 12:00:00
148,2018-07-23 12:00:00
149,2018-08-14 06:00:00
150,2017-09-04 06:00:00
151,2018-09-29 00:00:00
152,2017-09-20 18:00:00
153,2018-08-13 06:00:00
154,2017-09-25 18:00:00
155,2017-09-27 12:00:00
156,2018-08-21 06:00:00
157,2018-09-06 00:00:00
158,2018-09-17 00:00:00
159,2018-11-08 00:00:00
160,2018-10-25 00:00:00
161,2017-07-27 12:00:00
162,2017-07-09 06:00:00
163,2018-07-18 06:00:00
164,2017-08-29 00:00:00
165,2018-08-12 18:00:00
166,2018-10-16 00:00:00
167,2018-07-27 00:00:00
168,2018-08-15 00:00:00
169,2018-11-05 06:00:00
170,2017-08-18 12:00:00
171,2017-05-29 06:00:00
172,2017-09-05 18:00:00
173,2017-07-01 18:00:00
174,2018-09-29 18:00:00
175,2018-09-16 18:00:00
176,2017-08-31 00:00:00
177,2018-07-24 12:00:00
178,2017-08-07 12:00:00
179,2018-07-21 18:00:00
180,2017-10-03 12:00:00
181,2018-09-03 12:00:00
182,2018-10-05 00:00:00
183,2018-11-20 18:00:00
184,2018-07-12 18:00:00
185,2017-07-07 06:00:00
186,2017-08-15 18:00:00
187,2018-08-11 00:00:00
188,2017-10-03 00:00:00
189,2017-09-28 00:00:00
190,2017-07-28 12:00:00
191,2017-06-17 12:00:00
192,2017-09-05 06:00:00
193,2017-09-18 06:00:00
194,2017-08-08 00:00:00
195,2017-08-17 00:00:00
196,2018-08-10 06:00:00
197,2018-09-12 18:00:00
198,2017-07-12 00:00:00
199,2018-09-09 18:00:00
200,2017-07-21 18:00:00
201,2017-09-13 18:00:00
202,2018-09-30 06:00:00
203,2017-08-02 00:00:00
204,2017-10-04 06:00:00
205,2018-08-28 12:00:00
206,2018-08-23 18:00:00
207,2018-07-03 00:00:00
208,2018-09-07 00:00:00
209,2018-07-11 12:00:00
210,2017-08-06 18:00:00
211,2018-10-04 18:00:00
212,2018-09-27 18:00:00
213,2017-07-06 06:00:00
214,2018-10-22 18:00:00
215,2017-08-18 00:00:00
216,2017-08-09 00:00:00
217,2018-06-05 18:00:00
218,2018-06-16 12:00:00
219,2018-07-18 00:00:00
220,2017-10-17 00:00:00
221,2018-08-21 00:00:00
222,2018-11-05 00:00:00
223,2017-08-13 18:00:00
224,2018-07-23 06:00:00
225,2017-05-28 12:00:00
226,2017-07-26 06:00:00
227,2018-10-23 06:00:00
228,2017-07-05 00:00:00
229,2017-07-23 00:00:00
230,2018-10-20 18:00:00
231,2018-10-12 00:00:00
232,2017-06-30 00:00:00
233,2017-07-25 18:00:00
234,2018-10-01 18:00:00
235,2017-10-17 12:00:00
236,2017-08-03 00:00:00
237,2017-09-26 06:00:00
238,2018-07-26 12:00:00
239,2017-08-18 06:00:00
240,2018-09-15 06:00:00
241,2018-10-13 12:00:00
242,2017-09-07 06:00:00
243,2017-05-29 12:00:00
244,2018-10-01 00:00:00
245,2018-06-23 00:00:00
246,2018-07-21 12:00:00
247,2018-09-25 18:00:00
248,2018-08-27 00:00:00
249,2017-07-16 00:00:00
250,2018-06-03 12:00:00
251,2018-08-08 12:00:00
252,2017-07-10 06:00:00
253,2018-09-18 12:00:00
254,2018-08-30 12:00:00
255,2017-07-20 00:00:00
256,2018-08-09 06:00:00
257,2017-06-20 00:00:00
258,2018-06-14 12:00:00
259,2018-08-26 06:00:00
260,2017-08-06 00:00:00
261,2017-07-03 06:00:00
262,2017-08-16 00:00:00
263,2018-09-26 12:00:00
264,2018-10-04 12:00:00
265,2017-06-17 06:00:00
266,2018-06-18 12:00:00
267,2017-09-24 06:00:00
268,2018-09-08 18:00:00
269,2017-08-10 12:00:00
270,2018-03-21 18:00:00
271,2018-10-12 18:00:00
272,2017-07-19 00:00:00
273,2018-07-25 06:00:00
274,2017-09-28 12:00:00
275,2018-08-31 12:00:00
276,2017-07-30 06:00:00
277,2017-07-30 00:00:00
278,2018-07-24 06:00:00
279,2017-08-12 12:00:00
280,2017-09-17 12:00:00
281,2018-08-19 06:00:00
282,2018-08-10 18:00:00
283,2018-08-16 00:00:00
284,2017-07-17 06:00:00
285,2017-09-19 12:00:00
286,2017-06-10 12:00:00
287,2018-10-05 06:00:00
288,2017-10-19 00:00:00
289,2018-07-10 12:00:00
290,2017-08-25 12:00:00
291,2017-09-20 12:00:00
292,2018-09-06 18:00:00
293,2017-07-05 18:00:00
294,2018-07-20 06:00:00
295,2017-10-04 18:00:00
296,2018-08-12 00:00:00
297,2018-11-04 00:00:00
298,2018-07-13 00:00:00
299,2017-08-16 18:00:00
300,2017-10-03 18:00:00
301,2018-07-12 00:00:00
302,2018-08-31 00:00:00
303,2018-08-14 18:00:00
304,2017-07-07 18:00:00
305,2017-10-16 18:00:00
306,2018-09-20 12:00:00
307,2018-09-17 18:00:00
308,2018-06-10 12:00:00
309,2017-07-25 00:00:00
310,2018-08-09 18:00:00
311,2017-07-29 12:00:00
312,2018-09-04 12:00:00
313,2017-08-12 06:00:00
314,2018-11-06 06:00:00
315,2018-08-03 12:00:00
316,2017-06-23 18:00:00
317,2018-07-18 18:00:00
318,2018-09-27 12:00:00
319,2017-08-22 00:00:00
320,2017-08-07 18:00:00
321,2018-09-03 00:00:00
322,2018-07-17 06:00:00
323,2018-09-16 00:00:00
324,2017-09-03 06:00:00
325,2018-09-24 00:00:00
326,2017-08-20 18:00:00
327,2018-08-24 18:00:00
328,2017-09-17 06:00:00
329,2018-09-08 12:00:00
330,2017-08-11 18:00:00
331,2018-09-24 18:00:00
332,2018-08-18 00:00:00
333,2018-06-16 06:00:00
334,2017-09-22 12:00:00
335,2018-08-28 06:00:00
336,2018-10-28 00:00:00
337,2017-07-04 18:00:00
338,2017-07-29 00:00:00
339,2017-09-11 12:00:00
340,2018-10-05 12:00:00
341,2017-07-11 18:00:00
342,2017-08-01 00:00:00
343,2017-09-13 00:00:00
344,2017-09-16 18:00:00
345,2017-08-26 12:00:00
346,2018-08-20 00:00:00
347,2017-09-01 18:00:00
348,2018-11-20 06:00:00
349,2017-09-18 18:00:00
350,2018-07-06 06:00:00
351,2017-09-05 12:00:00
352,2018-10-01 06:00:00
353,2017-06-29 12:00:00
354,2018-10-20 00:00:00
355,2017-10-01 00:00:00
356,2018-09-14 06:00:00
357,2017-10-05 06:00:00
358,2017-07-04 00:00:00
359,2017-07-15 06:00:00
360,2017-09-19 18:00:00
361,2018-10-24 06:00:00
362,2018-07-27 06:00:00
363,2017-08-01 12:00:00
364,2018-10-22 00:00:00
365,2017-09-03 00:00:00
366,2017-09-06 12:00:00
367,2017-08-29 12:00:00
368,2017-07-13 06:00:00
369,2017-09-14 06:00:00
370,2017-09-01 12:00:00
371,2017-10-07 00:00:00
372,2017-06-30 06:00:00
373,2018-02-05 06:00:00
374,2018-08-04 12:00:00
375,2017-07-18 12:00:00
376,2017-09-22 18:00:00
377,2017-08-02 18:00:00
378,2017-08-11 00:00:00
379,2017-08-29 18:00:00
380,2017-07-17 18:00:00
381,2017-09-25 12:00:00
382,2017-08-07 06:00:00
383,2018-07-13 18:00:00
384,2018-10-24 12:00:00
385,2018-10-24 00:00:00
386,2018-09-25 06:00:00
387,2018-10-12 06:00:00
388,2018-06-06 06:00:00
389,2018-07-28 06:00:00
390,2017-08-25 06:00:00
391,2018-08-25 06:00:00
392,2017-09-24 00:00:00
393,2017-08-11 12:00:00
394,2017-08-13 12:00:00
395,2017-11-05 06:00:00
396,2017-08-24 18:00:00
397,2018-06-07 12:00:00
398,2018-07-03 12:00:00
399,2018-07-20 12:00:00
400,2017-09-26 18:00:00
401,2017-07-26 12:00:00
402,2018-08-11 18:00:00
403,2018-10-22 06:00:00
404,2017-07-14 06:00:00
405,2018-09-20 06:00:00
406,2017-07-21 06:00:00
407,2018-08-04 18:00:00
408,2017-07-22 00:00:00
409,2018-11-19 18:00:00
410,2017-06-21 12:00:00
411,2018-10-18 00:00:00
412,2018-11-07 06:00:00
413,2017-09-24 12:00:00
414,2018-09-23 12:00:00
415,2018-07-15 06:00:00
416,2017-05-28 18:00:00
417,2018-09-02 18:00:00
418,2018-10-25 06:00:00
419,2018-09-01 18:00:00
420,2017-09-13 06:00:00
421,2017-08-31 18:00:00
422,2017-09-27 06:00:00
423,2018-08-27 06:00:00
424,2018-07-24 18:00:00
425,2017-07-20 12:00:00
426,2018-07-04 18:00:00
427,2018-06-06 12:00:00
428,2017-09-04 00:00:00
429,2018-09-05 12:00:00
430,2018-09-25 12:00:00
431,2018-08-29 06:00:00
432,2018-07-31 12:00:00
433,2017-09-14 12:00:00
434,2017-09-09 18:00:00
435,2017-04-25 18:00:00
436,2018-07-25 18:00:00
437,2017-09-16 12:00:00
438,2018-09-24 12:00:00
439,2017-08-17 18:00:00
440,2017-09-19 00:00:00
441,2017-06-08 12:00:00
442,2018-08-30 18:00:00
443,2017-09-10 12:00:00
444,2017-09-01 06:00:00
445,2018-08-01 06:00:00
446,2017-09-24 18:00:00
447,2018-10-01 12:00:00
448,2017-01-24 06:00:00
449,2017-09-29 18:00:00
450,2018-09-29 06:00:00
451,2018-08-10 12:00:00
452,2017-07-10 18:00:00
453,2017-09-07 18:00:00
454,2018-10-16 12:00:00
455,2017-10-18 00:00:00
456,2017-08-10 06:00:00
457,2017-06-08 00:00:00
458,2017-06-08 06:00:00
459,2017-09-17 00:00:00
460,2018-08-06 06:00:00
461,2017-09-15 12:00:00
462,2017-09-17 18:00:00
463,2017-06-17 18:00:00
464,2018-10-21 06:00:00
465,2017-08-15 00:00:00
466,2018-08-21 12:00:00
467,2018-09-15 12:00:00
468,2018-09-30 18:00:00
469,2018-06-07 00:00:00
470,2017-08-06 06:00:00
471,2017-09-23 06:00:00
472,2018-10-13 00:00:00
473,2018-10-04 00:00:00
474,2018-08-28 00:00:00
475,2018-07-20 00:00:00
476,2018-08-29 00:00:00
477,2018-06-07 06:00:00
478,2017-09-21 00:00:00
479,2018-09-10 18:00:00
480,2018-08-24 00:00:00
481,2017-09-08 12:00:00
482,2017-07-26 18:00:00
483,2017-09-08 06:00:00
484,2017-08-09 06:00:00
485,2018-10-23 18:00:00
486,2018-09-15 18:00:00
487,2018-09-28 18:00:00
488,2018-06-22 12:00:00
489,2017-08-30 12:00:00
490,2017-07-31 06:00:00
491,2018-08-20 18:00:00
492,2018-09-27 06:00:00
493,2018-07-26 06:00:00
494,2018-09-09 12:00:00
495,2017-07-14 18:00:00
496,2018-09-16 12:00:00
497,2018-09-05 06:00:00
498,2018-09-06 12:00:00
499,2017-08-20 12:00:00
500,2017-10-02 00:00:00
501,2018-08-08 00:00:00
502,2017-09-27 18:00:00
503,2017-08-13 00:00:00
504,2018-08-26 18:00:00
505,2018-09-18 06:00:00
506,2017-07-13 18:00:00
507,2018-07-19 18:00:00
508,2018-10-17 06:00:00
509,2018-09-07 12:00:00
510,2018-07-17 12:00:00
511,2018-11-07 18:00:00
512,2017-07-10 12:00:00
513,2017-08-25 00:00:00
514,2017-08-21 12:00:00
515,2017-07-18 18:00:00
516,2018-09-16 06:00:00
517,2017-06-19 06:00:00
518,2018-06-15 06:00:00
519,2018-09-25 00:00:00
520,2017-08-27 00:00:00
521,2018-08-04 06:00:00
522,2018-08-09 12:00:00
523,2017-10-17 18:00:00
524,2017-07-11 06:00:00
525,2018-06-06 18:00:00
526,2018-08-24 06:00:00
527,2017-08-28 06:00:00
528,2018-10-22 12:00:00
529,2018-11-20 12:00:00
530,2017-09-30 18:00:00
531,2018-07-14 18:00:00
532,2017-07-17 00:00:00
533,2017-07-26 00:00:00
534,2018-09-30 12:00:00
535,2018-08-01 00:00:00
536,2018-09-17 06:00:00
537,2018-09-18 00:00:00
538,2017-09-08 18:00:00
539,2017-08-17 12:00:00
540,2017-06-20 18:00:00
541,2018-11-09 00:00:00
542,2017-07-12 12:00:00
543,2017-04-25 06:00:00
544,2017-07-06 18:00:00
545,2018-07-09 06:00:00
546,2017-09-10 00:00:00
547,2017-09-14 00:00:00
548,2017-05-29 00:00:00
549,2017-08-10 18:00:00
550,2018-08-13 00:00:00
551,2017-07-01 00:00:00
552,2018-07-19 06:00:00
553,2018-08-05 12:00:00
554,2017-07-02 12:00:00
555,2017-08-02 06:00:00
556,2017-07-15 18:00:00
557,2017-09-21 06:00:00
558,2017-07-03 00:00:00
559,2017-09-10 18:00:00
560,2018-06-14 06:00:00
561,2018-10-18 12:00:00
562,2017-08-15 06:00:00
563,2017-09-04 12:00:00
564,2017-08-16 06:00:00
565,2018-07-05 00:00:00
566,2018-07-20 18:00:00
567,2018-08-05 18:00:00
568,2018-10-03 12:00:00
569,2017-08-02 12:00:00
570,2018-09-14 18:00:00
571,2018-08-30 06:00:00
572,2018-09-19 00:00:00
573,2017-07-09 00:00:00
574,2017-07-19 12:00:00
575,2018-08-14 12:00:00
576,2018-03-25 12:00:00
577,2017-08-25 18:00:00
578,2017-07-25 12:00:00
579,2018-09-17 12:00:00
580,2017-10-18 12:00:00
581,2018-10-16 18:00:00
582,2018-08-31 18:00:00
583,2018-09-27 00:00:00
584,2018-09-09 00:00:00
585,2017-07-31 12:00:00
586,2018-07-31 18:00:00
587,2017-08-21 00:00:00
588,2018-07-28 12:00:00
589,2018-09-11 00:00:00
590,2017-10-06 06:00:00
591,2018-07-27 18:00:00
592,2018-10-21 00:00:00
593,2018-08-19 00:00:00
594,2018-07-24 00:00:00
595,2018-08-30 00:00:00
596,2017-08-03 06:00:00
597,2018-09-28 00:00:00
598,2017-08-11 06:00:00
599,2018-10-23 00:00:00
600,2018-07-30 00:00:00
601,2017-09-21 18:00:00
602,2018-08-07 00:00:00
603,2018-11-04 12:00:00
604,2018-07-13 06:00:00
605,2017-09-02 18:00:00
606,2017-09-10 06:00:00
607,2018-10-12 12:00:00
608,2018-10-03 00:00:00
609,2017-06-23 12:00:00
610,2017-10-18 18:00:00
611,2018-07-11 00:00:00
612,2017-09-26 12:00:00
613,2017-06-21 00:00:00
614,2017-06-24 00:00:00
615,2018-09-07 06:00:00
616,2018-06-05 06:00:00
617,2018-10-03 06:00:00
618,2017-06-18 12:00:00
619,2017-09-29 06:00:00
620,2017-07-15 00:00:00
621,2018-10-14 18:00:00
622,2018-10-20 06:00:00
623,2018-07-21 06:00:00
624,2017-09-18 00:00:00
625,2017-08-27 12:00:00
626,2018-10-18 06:00:00
627,2017-07-11 00:00:00
628,2018-07-04 00:00:00
629,2017-10-04 00:00:00
630,2018-06-05 00:00:00
631,2018-08-25 18:00:00
632,2018-07-12 12:00:00
633,2018-09-19 18:00:00
634,2018-09-12 00:00:00
635,2017-09-23 12:00:00
636,2017-07-29 18:00:00
637,2017-07-22 12:00:00
638,2017-09-22 00:00:00
639,2018-07-17 18:00:00
640,2017-09-06 18:00:00
641,2018-09-01 06:00:00
642,2018-07-09 00:00:00
643,2018-07-16 00:00:00
644,2018-09-24 06:00:00
645,2018-09-28 12:00:00
646,2017-06-19 00:00:00
647,2017-08-26 06:00:00
648,2018-07-18 12:00:00
649,2017-09-30 06:00:00
650,2018-08-29 12:00:00
651,2017-07-06 12:00:00
652,2018-06-15 18:00:00
653,2018-07-05 12:00:00
654,2018-10-13 06:00:00
655,2017-07-22 18:00:00
656,2018-08-06 18:00:00
657,2018-07-06 00:00:00
658,2017-07-14 12:00:00
659,2017-05-23 18:00:00
660,2017-08-26 00:00:00
661,2018-07-27 12:00:00
662,2018-07-15 12:00:00
663,2018-07-22 00:00:00
664,2018-10-17 18:00:00
665,2018-11-04 18:00:00
666,2018-06-06 00:00:00
667,2018-09-10 06:00:00
668,2017-09-25 06:00:00
669,2017-07-20 06:00:00
670,2018-06-07 18:00:00
671,2017-07-05 06:00:00
672,2017-08-13 06:00:00
673,2018-06-04 00:00:00
674,2017-08-24 12:00:00
675,2017-09-14 18:00:00
676,2017-06-29 18:00:00
677,2017-09-11 18:00:00
678,2017-07-02 00:00:00
679,2017-09-01 00:00:00
680,2018-09-03 18:00:00
681,2017-08-14 18:00:00
682,2017-10-02 06:00:00
683,2017-09-22 06:00:00
684,2017-09-02 00:00:00
685,2017-08-31 06:00:00
686,2017-08-18 18:00:00
687,2018-09-08 06:00:00
688,2018-10-19 12:00:00
689,2018-09-21 06:00:00
690,2018-10-17 00:00:00
691,2018-08-18 06:00:00
692,2017-07-03 12:00:00
693,2018-07-08 12:00:00
694,2018-09-11 12:00:00
695,2017-09-27 00:00:00
696,2018-07-05 18:00:00
697,2018-06-05 12:00:00
698,2017-09-07 00:00:00
699,2017-06-10 06:00:00
700,2018-07-14 00:00:00
701,2018-08-24 12:00:00
702,2017-07-09 12:00:00
703,2017-04-25 00:00:00
704,2018-09-01 12:00:00
705,2017-07-27 18:00:00
706,2017-09-19 06:00:00
707,2017-09-30 12:00:00
708,2017-08-22 06:00:00
709,2017-08-22 18:00:00
710,2018-10-15 12:00:00
711,2018-10-10 12:00:00
712,2018-07-14 12:00:00
713,2017-09-16 06:00:00
714,2018-08-18 18:00:00
715,2018-07-26 00:00:00
716,2018-07-11 18:00:00
717,2018-07-30 06:00:00
718,2017-07-12 06:00:00
719,2017-09-11 00:00:00
720,2017-10-04 12:00:00
721,2017-07-22 06:00:00
722,2018-07-15 00:00:00
723,2018-10-24 18:00:00
724,2017-09-15 18:00:00
725,2018-05-26 00:00:00
726,2018-09-02 12:00:00
727,2018-10-04 06:00:00
728,2018-09-03 06:00:00
729,2017-07-08 00:00:00
730,2018-08-12 12:00:00
731,2018-08-11 06:00:00
732,2018-10-19 06:00:00
733,2018-05-24 06:00:00
734,2018-06-19 00:00:00
735,2017-08-08 12:00:00
736,2017-07-21 00:00:00
737,2018-07-11 06:00:00
738,2018-07-25 12:00:00
739,2017-10-03 06:00:00
740,2018-09-01 00:00:00
741,2018-07-17 00:00:00
742,2017-09-20 00:00:00
743,2018-10-13 18:00:00
744,2018-10-11 06:00:00
745,2017-10-01 06:00:00
746,2018-07-22 12:00:00
747,2018-07-13 12:00:00
748,2018-10-02 18:00:00
749,2017-06-18 18:00:00
750,2017-06-19 12:00:00
751,2018-08-10 00:00:00
752,2017-08-24 00:00:00
753,2017-10-01 12:00:00
754,2018-08-20 12:00:00
755,2018-09-06 06:00:00
756,2018-04-12 00:00:00
757,2017-09-11 06:00:00
758,2018-07-05 06:00:00
759,2018-10-20 12:00:00
760,2017-07-13 12:00:00
761,2018-08-03 18:00:00
762,2018-08-26 12:00:00
763,2018-10-15 18:00:00
764,2017-10-16 12:00:00
765,2017-07-28 00:00:00
766,2017-08-19 18:00:00
767,2017-07-01 12:00:00
768,2017-09-29 00:00:00
769,2017-07-07 00:00:00
770,2017-09-23 18:00:00
771,2017-07-02 18:00:00
772,2017-07-02 06:00:00
773,2018-08-06 12:00:00
774,2017-08-09 18:00:00
775,2018-09-19 06:00:00
776,2017-09-05 00:00:00
777,2018-05-24 18:00:00
778,2018-07-06 12:00:00
779,2018-10-23 12:00:00
780,2017-08-20 06:00:00
781,2018-07-16 12:00:00
782,2018-09-28 06:00:00
783,2018-09-12 06:00:00
784,2017-06-07 18:00:00
785,2018-08-20 06:00:00
786,2018-08-06 00:00:00
787,2017-08-12 18:00:00
788,2017-08-05 06:00:00
789,2017-09-03 12:00:00
790,2018-06-10 18:00:00
791,2017-07-27 00:00:00
792,2017-09-13 12:00:00
793,2017-08-23 06:00:00
794,2018-07-10 00:00:00
795,2018-07-04 06:00:00
796,2018-07-16 06:00:00
797,2017-07-08 12:00:00
798,2018-10-19 00:00:00
799,2017-07-18 06:00:00
800,2017-07-04 06:00:00
801,2018-07-22 06:00:00
802,2017-09-15 06:00:00
803,2017-08-15 12:00:00
804,2018-09-02 00:00:00
805,2018-07-23 18:00:00
806,2018-07-12 06:00:00
807,2017-08-20 00:00:00
808,2017-07-16 06:00:00
809,2017-07-21 12:00:00
810,2017-07-27 06:00:00
811,2017-08-16 12:00:00
812,2017-08-10 00:00:00
813,2018-10-02 06:00:00
814,2018-08-05 00:00:00
815,2018-09-30 00:00:00
816,2018-11-06 00:00:00
817,2018-10-18 18:00:00
818,2017-06-30 12:00:00
819,2018-08-25 00:00:00
820,2017-09-06 06:00:00
821,2017-09-23 00:00:00
822,2018-09-04 00:00:00
823,2017-07-16 12:00:00
824,2018-10-03 18:00:00
825,2018-10-25 12:00:00
826,2017-10-05 18:00:00
827,2017-07-08 18:00:00
828,2017-09-12 06:00:00
829,2017-07-20 18:00:00
830,2017-07-01 06:00:00
831,2017-08-14 00:00:00
832,2018-11-18 00:00:00
833,2017-08-17 06:00:00
834,2017-07-28 18:00:00
835,2017-08-01 18:00:00
836,2018-10-15 06:00:00
837,2017-08-28 18:00:00
838,2018-07-16 18:00:00
839,2018-09-18 18:00:00
840,2017-09-30 00:00:00
841,2018-11-01 00:00:00
842,2017-07-30 18:00:00
843,2018-06-08 06:00:00
844,2018-08-17 18:00:00
845,2018-08-14 00:00:00
846,2017-09-07 12:00:00
847,2018-11-18 06:00:00
848,2018-06-03 18:00:00
849,2017-08-08 06:00:00
850,2017-10-19 06:00:00
851,2018-10-11 00:00:00
852,2017-09-06 00:00:00
853,2017-09-02 12:00:00
854,2017-09-28 18:00:00
855,2018-08-03 00:00:00
856,2017-05-30 00:00:00
857,2018-07-09 12:00:00
858,2018-09-02 06:00:00
859,2017-06-22 18:00:00
860,2018-07-04 12:00:00
861,2017-07-14 00:00:00
862,2017-10-05 00:00:00
863,2018-07-28 00:00:00
864,2018-08-12 06:00:00
865,2018-08-04 00:00:00
866,2017-06-22 06:00:00
867,2017-07-04 12:00:00
868,2017-08-09 12:00:00
869,2017-04-25 12:00:00
870,2018-07-15 18:00:00
871,2018-10-16 06:00:00
872,2018-06-20 06:00:00
873,2017-08-06 12:00:00
874,2017-10-17 06:00:00
875,2018-03-25 00:00:00
876,2018-10-27 18:00:00
877,2017-09-18 12:00:00
878,2018-09-26 18:00:00
879,2018-07-14 06:00:00
880,2018-11-05 12:00:00
881,2017-09-15 00:00:00
882,2017-08-26 18:00:00
883,2017-07-28 06:00:00
884,2017-07-30 12:00:00
885,2017-08-01 06:00:00
886,2018-10-05 18:00:00
887,2017-09-28 06:00:00
888,2017-10-16 06:00:00
889,2017-09-12 00:00:00
